u,v,r,th1,th2,th3,udot,vdot,rdot
0.129824771677,-0.199049829929,0.447104006913,12.632,12.9208693847,1.73631800206,0.00700618747429,0.0133896622687,-0.0665227324271
0.132432077415,-0.192820703929,0.431792387886,12.6058635985,12.8953880113,0.446571418213,0.00930278216703,0.0162751070423,-0.0651232080176
0.135916681254,-0.186645888481,0.416821715185,12.5793321959,12.9208693847,-0.816322668843,0.012872672961,0.0175844630744,-0.0642243607997
0.140742947855,-0.179228774403,0.401915699795,12.5788042056,12.8685296138,-2.10435793538,0.0147788591614,0.0191950856875,-0.0626619616217
0.146609791692,-0.174002375988,0.38767135591,12.5526678041,12.8678755932,-3.28949405991,0.0137409665603,0.0231373506302,-0.060150354297
0.153085158305,-0.169790554988,0.373933175033,12.5005279903,12.8160628052,-4.44856299425,0.0136788421004,0.0282003251607,-0.0608147379109
0.160030849482,-0.162778954923,0.359379955661,12.4479252001,12.8419371948,-5.63197538594,0.0128579593036,0.0290361113793,-0.0658290171322
0.166095837176,-0.153824222303,0.343310321748,12.3163241986,12.8160628052,-6.78893281874,0.0120967936516,0.0284359475193,-0.0722520869185
0.174609778207,-0.146329493027,0.325782735243,12.1057259934,12.7898623949,-7.92034359581,0.0123084988288,0.0292585723714,-0.0765473369281
0.180580387291,-0.138700045652,0.307715810077,11.6861706013,12.7632009955,-8.84446409957,0.0102514869591,0.0261713956856,-0.0763713552598
0.186823878451,-0.132708757578,0.290259160631,11.0031043654,12.7626740126,-9.63467685813,0.00728516907303,0.0259509777352,-0.0703537822198
0.190685185566,-0.124519076106,0.27499024228,10.1074235894,12.6584583915,-10.1342072016,0.00521740133041,0.0306961016158,-0.0589409700582
0.192686370072,-0.11794897907,0.262840495056,9.05243680816,12.5273823879,-10.4212643858,0.00457574441468,0.0321964938276,-0.0449309301202
0.193677305766,-0.11146101448,0.25408630071,7.91954290236,12.2903818028,-10.4735992127,0.00264836987852,0.0297055852434,-0.0344694697522
0.193332353081,-0.103336559577,0.246801297205,6.76291551833,11.8953207863,-10.4996695929,-0.00123717147238,0.0267732133073,-0.0314581584744
0.190779358124,-0.0964502669791,0.239458257019,5.63252157661,11.3689868016,-10.526198003,-0.00610069224876,0.027974500978,-0.033502556354
0.18674474167,-0.0903240064745,0.2312226085,4.50107119893,10.8414341978,-10.5525314026,-0.00998401634489,0.0300103353422,-0.0395197579739
0.182728120911,-0.0840802087396,0.221070479692,3.47227440572,10.2104402118,-10.5526643918,-0.0120541886129,0.0302392462492,-0.049414091899
0.176431507328,-0.0771714116217,0.208233798296,2.31528895883,9.52722218178,-10.5786678041,-0.0157807476935,0.0324263235671,-0.0625560894116
0.170683531648,-0.0717514997736,0.191970584215,1.18489485652,8.81677929618,-10.6048042056,-0.0205581589036,0.0347633083536,-0.0771746241119
0.163069933294,-0.0658080885181,0.172336340612,0.105932563825,8.02669380415,-10.5791957944,-0.0244257449744,0.0348455535336,-0.092077091346
0.154983031326,-0.0597610728773,0.149143646869,-0.974078514809,7.20999509128,-10.553257396,-0.0267837973848,0.0343354184524,-0.106665867172
0.148075523266,-0.0524964065149,0.122736712377,-2.02750606386,6.34209831866,-10.552337397,-0.0297373417127,0.0341190622873,-0.118757758483
0.140835698583,-0.0444878307168,0.0939212891748,-3.02697907612,5.44788728081,-10.5256740126,-0.0327653943088,0.0345831210317,-0.125857769727
0.132739743455,-0.0369018572936,0.064186784775,-3.97369831866,4.50105109938,-10.4996695929,-0.0353412457196,0.0353500653464,-0.127996603242
0.124635548541,-0.0273007388996,0.0343764100717,-4.89408349566,3.63079170035,-10.5000616016,-0.0391981003311,0.0351383691526,-0.12590993275
0.116632706874,-0.0176310848463,0.00561207482649,-5.65921369942,2.65749857442,-10.526,-0.0412473946828,0.0362812672285,-0.119917187883
0.10768495404,-0.00777356242725,-0.0214115408898,-6.50052718066,1.55433315475,-10.5000616016,-0.041415854183,0.0371933087346,-0.110174653979
0.099173947912,0.00102667292301,-0.0456452039521,-7.26315841881,0.396716565533,-10.4737311944,-0.044074137586,0.035163516762,-0.0984339345369
0.089209435978,0.0121865864161,-0.0671833204494,-7.99947529098,-0.78960841638,-10.473207204,-0.046949097948,0.0342537975847,-0.0868827111443
0.0796425801806,0.0226189380987,-0.0860456646342,-8.60644200365,-1.9759098832,-10.473207204,-0.0490073120051,0.0358297540815,-0.0760789899278
0.068490490265,0.032960860474,-0.102571242612,-9.26372658217,-3.21103718156,-10.4737311944,-0.0513696821646,0.0348428373312,-0.0661882236568
0.0562869118912,0.0430780824565,-0.116834549623,-9.79019571224,-4.39353562366,-10.4741232031,-0.0528265381236,0.0311395230865,-0.0588155340854
0.0440311686366,0.0522299770968,-0.129931883897,-10.2893707862,-5.57749420602,-10.5258059943,-0.0539784236154,0.0283311302259,-0.0554381828916
0.0306042610934,0.0601680140523,-0.142624665657,-10.6066726093,-6.68538279455,-10.5781438137,-0.0550534061524,0.0266422164167,-0.0529199329549
0.0165821972064,0.0668400229737,-0.154550844567,-10.8957215736,-7.79158367981,-10.553257396,-0.0567370143972,0.023747955551,-0.0508920592116
0.00111214570118,0.0740589531004,-0.16628947319,-11.0533880113,-8.71251119375,-10.5274509793,-0.0607511077067,0.0195646269703,-0.050053595136
-0.0143023168718,0.0796740128351,-0.177825766305,-11.1576695929,-9.37009659082,-10.5001306153,-0.0633319912612,0.015603033774,-0.0488504124233
-0.0306512830838,0.0845421059492,-0.189013510679,-11.1580616016,-9.7908552873,-10.3161561938,-0.0641712642696,0.0153301995666,-0.0435575811891
-0.0460767891632,0.0862814192175,-0.198088767177,-11.2101364015,-10.0795856025,-9.92335398379,-0.0638073689878,0.00963935790245,-0.0332481290183
-0.0623330674601,0.0878262884091,-0.204482660028,-11.2366678041,-10.237262597,-9.44908838613,-0.0632102674682,0.000402828647574,-0.0174195451692
-0.0781314970683,0.0876271802282,-0.2061975813,-11.2633321959,-10.3163937975,-8.7379823035,-0.0644168033859,-0.00311244418313,0.00496718088482
-0.0953829664554,0.0856223399331,-0.202181516628,-11.315801997,-10.4209383984,-7.76458648473,-0.0626820723768,-0.00489000593723,0.0301038765296
-0.112448574595,0.082915190202,-0.192199278714,-11.3944052071,-10.4478618097,-6.65893179013,-0.0601036958454,-0.00809758312355,0.0529375206923
-0.12931865678,0.0825435955051,-0.177565569506,-11.4735354,-10.4740651791,-5.44762180914,-0.0588759555197,-0.0114498034734,0.0701561563096
-0.144404040372,0.0770795575062,-0.15957666603,-11.5269252001,-10.5001306153,-4.26184689178,-0.0562126786995,-0.0130618513157,0.080616366248
-0.158793075641,0.0691579810697,-0.140078959201,-11.5274531904,-10.4998675959,-3.00000178767,-0.0534721787258,-0.016098427282,0.0836716063846
-0.173612717172,0.0614929534449,-0.120653184649,-11.5526695929,-10.4737311944,-1.78988306722,-0.0512541781699,-0.0178486057748,0.0833994566663
-0.185601493528,0.0541815554221,-0.101281782844,-11.5781460223,-10.4995376112,-0.553564463039,-0.0490331482818,-0.0180887446204,0.0842030368223
-0.197947344664,0.047353145124,-0.0814822611683,-11.5526695929,-10.4475947929,0.528021563182,-0.0447101219894,-0.0205854009766,0.0878745825096
-0.208643228722,0.0401879849121,-0.0604036729688,-11.5274531904,-10.3951249919,1.68513570614,-0.0381143118143,-0.023981129959,0.0932791087376
-0.218018859666,0.0337162743708,-0.0380912911936,-11.5007887986,-10.3679366097,2.78908273417,-0.0349820892122,-0.0235990227169,0.0996732005921
-0.225131445464,0.027351960036,-0.0140556346935,-11.4470039974,-10.3412112014,3.89342541013,-0.0338074528874,-0.0211012970057,0.107896804657
-0.231179074826,0.021748960523,0.012080722972,-11.3416044138,-10.3156678041,4.92145439535,-0.0309785273184,-0.0179942110061,0.116654503458
-0.236660364423,0.0135403413018,0.0402149188987,-11.2368007933,-10.3423321959,5.92290008918,-0.0273199118598,-0.01495779038,0.125202363836
-0.240842322549,0.00861508961501,0.0703264277453,-11.1059897941,-10.3688635985,6.92171818568,-0.0231358142797,-0.0127428018852,0.136691620138
-0.242891025632,0.00491946801438,0.103803261214,-10.9480564005,-10.4209383984,7.84159291889,-0.0166945254105,-0.0090160473042,0.152160065063
-0.244435390343,0.00234816210367,0.141107463589,-10.7109937915,-10.4472688056,8.68388569631,-0.0102547218186,-0.00468311872214,0.167129486512
-0.247700021839,0.000163770858474,0.181544681926,-10.4212908065,-10.3957179961,9.34445359349,-0.00457529513422,-0.00485957850796,0.178630680586
-0.248951816062,-0.000510256454034,0.224170730062,-10.0791137941,-10.4208693847,9.92346866892,-0.000173731139153,-0.000895373475949,0.183898401405
-0.249973304799,-9.57294591188e-05,0.267057438579,-9.71092249869,-10.3683976321,10.3170422052,0.00446297922731,0.00570025770357,0.183590707849
-0.250249467708,0.00105127409087,0.309573814789,-9.36823640148,-10.3416771678,10.552337397,0.0125671269909,0.00761455527492,0.17762322215
-0.248976072952,0.00423468093584,0.349686147317,-9.0259255051,-10.2899924251,10.6057242046,0.0161544328549,0.0105823884843,0.167216952634
-0.246703947895,0.00861849319133,0.387363778179,-8.65816289928,-10.2633339847,10.6842643858,0.0196717168511,0.0116654541654,0.156696624344
-0.241871741125,0.0139175931003,0.422583988075,-8.29000629082,-10.1586563945,10.7106608143,0.0262044674339,0.0106308681953,0.148149029796
-0.237378515255,0.0214392439718,0.456286482611,-7.895133704,-10.1572094126,10.7104007873,0.0310029163197,0.0102666121433,0.138211136894
-0.231526516568,0.0280542174098,0.486852166731,-7.49960619585,-10.0786062025,10.6581940057,0.0359453735363,0.00974799465565,0.127083168793
-0.222145188031,0.0348342165489,0.5153801561,-7.10473370979,-10.0528007933,10.6574069958,0.0397657908696,0.00853766118004,0.117160940836
-0.211548812284,0.0425094604767,0.541350733778,-6.71053989985,-10.0530628052,10.6051992067,0.0438069966827,0.00694022549076,0.105996153147
-0.199042139788,0.0483692273214,0.564687379933,-6.31632639036,-10.026743593,10.5788007933,0.0459582650493,0.00585755479864,0.0924417557982
-0.184707129653,0.0525549446307,0.584355258144,-5.9996057048,-10.0262167997,10.5786678041,0.0453188198246,0.00559252532675,0.0761387986345
-0.168781908775,0.0562877296487,0.600110933917,-5.65737360964,-10.0260842135,10.5786678041,0.0461780193556,0.00366641039242,0.0593757876269
-0.152258678063,0.0572660303437,0.611983728949,-5.28974329079,-10.0263497889,10.5526643918,0.0496576006734,0.000460756338873,0.0430452449353
-0.135359882908,0.0567246574609,0.620126972812,-4.94788559947,-10.0009484047,10.5525314026,0.0504903526859,-0.0023692882566,0.0269960913689
-0.118717628409,0.0541957563077,0.624536911435,-4.60526010015,-10.0263497889,10.526198003,0.0496556603298,-0.00535299311511,0.0130851388631
-0.102053207978,0.0494798493105,0.626210045493,-4.26263450008,-9.97389061171,10.4475947929,0.0500887681896,-0.00765421798284,0.00299118658735
-0.086848310894,0.0452039001834,0.625926273383,-3.92079630982,-9.97323439265,10.3946010015,0.0490062984121,-0.00919542081893,-0.00794128111552
-0.0741821739603,0.0393232044602,0.62251580224,-3.57920369018,-9.9473592091,10.2113796021,0.0467121732804,-0.0122347558774,-0.0228582329438
-0.0606144551446,0.0310620635196,0.615295655249,-3.26342270019,-9.97354899558,9.87039167632,0.0445633570902,-0.0136084414263,-0.0397233555221
-0.0503260939762,0.0235736352278,0.604042925032,-2.99934270477,-9.9218283992,9.31823679382,0.0421145515225,-0.0131599578983,-0.0591358629799
-0.041253414422,0.0160871394235,0.587797478963,-2.68408810514,-9.9210407909,8.71037028542,0.0398067801782,-0.0136094434348,-0.0813901676258
-0.0340939367186,0.00858647597268,0.566196497086,-2.36894648991,-9.73800121276,7.89447482818,0.0371275338651,-0.014431094036,-0.10035678378
-0.0282225243492,0.00286602436791,0.541106263258,-2.10526010015,-9.29248426583,7.02645317681,0.0344531575315,-0.0164502198141,-0.111832159565
-0.0240699504552,-0.00308673431801,0.514168849111,-1.84157360964,-8.66050917913,6.05434740343,0.0316305994949,-0.0165022912201,-0.116485981199
-0.0202472024398,-0.00660333361978,0.486914459433,-1.5785460957,-7.73828401309,5.05356098541,0.0287377484649,-0.0146694358459,-0.114614444889
-0.0180947381113,-0.00812280701406,0.46084743846,-1.34222100472,-6.42290177052,4.05158920046,0.0260027471675,-0.0132866036679,-0.106082369732
-0.0149839254788,-0.0103787812746,0.43756084626,-1.10564860488,-4.87067379379,2.97303429304,0.0233597925805,-0.0104721716011,-0.0944067131229
-0.0113525932678,-0.0114967781179,0.416948316858,-0.816447254934,-3.39330331643,1.81684407215,0.0212404150785,-0.00773065882542,-0.0837472247927
-0.00911793426261,-0.0115006483083,0.398618386732,-0.552367270191,-1.7357938776,0.711711824109,0.0224476742314,-0.00529170351979,-0.0752726309114
-0.00573182070593,-0.0110165873258,0.381933805005,-0.262631709605,-0.0793448475595,-0.238952659597,0.0237413750016,-0.0023308108671,-0.0684377843225
-0.00172511069885,-0.0102027949252,0.366781886025,0.0524982446844,1.60330175702,-1.3428997407,0.0241380234233,-0.000880875434192,-0.0640042769955
0.00219224940928,-0.00847500461478,0.352158820389,0.341709474936,3.23685128898,-2.36776518378,0.0268723232345,0.000190866734866,-0.0613978821182
0.00694138913092,-0.00685466745607,0.338218939844,0.60539178524,4.87027998964,-3.36723819604,0.0277268196823,0.00374721506461,-0.05633519194
0.0119249741262,-0.00411803511006,0.325950217658,0.868945469694,6.44895897079,-4.26434200365,0.0297181192173,0.00692085554124,-0.0474400054401
0.0197179803189,-0.00242612121265,0.316159337314,1.15775706533,8.02574042494,-5.23776147646,0.0330576836227,0.00843686596283,-0.0353053763573
0.0278685302592,-0.00135936815655,0.309533217652,1.42078640967,9.52503400512,-6.21012461406,0.0347442302309,0.0090464909524,-0.0196810920451
0.0368173814379,0.000572342390314,0.307011292145,1.68406909513,10.7657582918,-7.13079091005,0.0355245963005,0.00890034383986,-0.00432714954956
0.0460009004709,0.00237205347603,0.307524811096,1.94762270019,11.8465597564,-8.00039548549,0.038487325017,0.00988239830307,0.0022283199125
0.0567765446503,0.00530002246159,0.308051197525,2.23683989985,12.6088155863,-8.86966150472,0.0399404172194,0.00965648180827,0.00225079316726
0.0681504514749,0.0083838857304,0.308575147904,2.52605720027,13.0273189975,-9.55471158405,0.040407522248,0.00769818288353,0.000350275876785
0.0802377387643,0.0118653451243,0.308217738439,2.8417057048,13.105727197,-10.0025265803,0.0428306955592,0.00815218284022,-0.00622290838125
0.0926777766842,0.0142412999513,0.305681495506,3.13184279973,13.0793937975,-10.3166699968,0.0432882406854,0.00694796826279,-0.0148333032028
0.104770737464,0.016816843286,0.30132025245,3.44762349048,13.052337397,-10.4472688056,0.0431443902128,0.0060362874364,-0.0191631294048
0.118705832027,0.0190742707927,0.296764785222,3.76313910956,13.0256740126,-10.4737311944,0.0446521371072,0.00678098641308,-0.0223624077565
0.129024037354,0.0213811230938,0.290915789243,4.10458349566,12.9996695929,-10.526198003,0.0454032921678,0.00677115805094,-0.0287552959735
0.140266963585,0.0235887471213,0.283387599202,4.44709630982,13.0000616016,-10.5786678041,0.045849622825,0.00691263180678,-0.0342100804346
0.151599321336,0.0260190625751,0.275002158241,4.7898546946,13.0000616016,-10.5791957944,0.0467447119726,0.0066058878884,-0.0382031902805
0.162315880369,0.026347389823,0.26561726061,5.15816349108,12.9475947929,-10.6053321959,0.0476399350111,0.00554885059814,-0.042502024708
0.171810830159,0.0268665975678,0.255238716752,5.52618751334,12.9728122029,-10.6051992067,0.0459665903553,0.00524285571036,-0.0461910094703
0.181731763062,0.0265128672211,0.244138441206,5.86815809131,12.9992106163,-10.6049371948,0.0448292666975,0.00621724699648,-0.0479519906505
0.190667279193,0.0264678640193,0.232931140947,6.18459380415,13.0003955862,-10.6051992067,0.044974526228,0.00711827222094,-0.0503848997845
0.199984313555,0.0269520129365,0.220699413033,6.5785460957,13.0271209945,-10.6314685974,0.0446686338653,0.007267213029,-0.0538502607236
0.209682051634,0.0275956436033,0.207880669562,6.94709630982,13.0786678041,-10.605727197,0.0430075274156,0.00530770451298,-0.0563231115551
0.21822799632,0.0273585313248,0.194499116386,7.34196909513,13.078272803,-10.6053321959,0.0414215328183,0.00312316683138,-0.0585637200413
0.228223973515,0.0280534215798,0.180638639591,7.73710289988,13.0786678041,-10.5527294056,0.041275052895,0.0022204186123,-0.0621728072101
0.238415287961,0.0287245876394,0.165588761033,8.13184279973,13.053257396,-10.4737311944,0.0406687156403,0.00357499127176,-0.0661006931439
0.247461340676,0.03011667489,0.149901817279,8.50013169517,13.0528653873,-10.3946010015,0.0412708188178,0.00342738504846,-0.0670591837785
0.257915417286,0.03277271799,0.134393285399,8.8943255051,13.0783418167,-10.3156678041,0.0402919142324,0.00124361202402,-0.0650213980061
0.267320061097,0.034248821619,0.119653716236,9.26300820469,13.0784737984,-10.1586167939,0.0400671255738,0.00101571313242,-0.0606184865669
0.277093827956,0.0355658141011,0.106192472255,9.60574648991,13.0793937975,-9.84422379085,0.0415725358602,-0.000193943238792,-0.0527044372695
0.286860967909,0.0367009957333,0.0951330019361,9.97392240094,13.0797887986,-9.44873597805,0.0410448876366,-0.00434711771233,-0.0405746442728
0.296669593152,0.0382817266368,0.0873123074911,10.3156282035,13.1051381903,-8.84309771439,0.0410529966175,-0.00406716417833,-0.0265568023668
0.306137865402,0.0386257573921,0.0827840888355,10.6053321959,13.0787368179,-8.05340998099,0.0420155361523,-0.00535325413981,-0.012702505978
0.315855853451,0.0390484114602,0.0814056422113,10.8948635985,13.0524703862,-7.10657369882,0.0408791604258,-0.00830905227386,0.00151927166873
0.324840761837,0.0390800146884,0.0834961248394,11.1580616016,13.0527294056,-6.20986339612,0.0405952984814,-0.00986272630581,0.0160329746694
0.33421600742,0.0374858080386,0.088866634361,11.368792796,13.1048042056,-5.18393571862,0.0398468977133,-0.0152155431193,0.0287777079023
0.343740240199,0.0331890286071,0.0968834463078,11.579,13.0791957944,-4.07999268058,0.0382483343521,-0.0199586513435,0.0379569311668
0.352977440048,0.0297758657726,0.106522266282,11.7630708025,13.1053321959,-2.92262530972,0.0365007295312,-0.0224553386378,0.0447474138414
0.36307229515,0.0241160857776,0.117696568422,11.8431209945,13.1051992067,-1.65880724374,0.0337723187176,-0.0278350053404,0.0498562918024
0.371973300266,0.0192453569053,0.12970544197,11.9739309862,13.1049371948,-0.445661167746,0.0315741751107,-0.037247273872,0.0534223510233
0.381382976015,0.0123120503805,0.142537961648,12.0524662235,13.0790628052,0.790789713032,0.0293709431736,-0.0444041411398,0.0576345739149
0.389518607741,0.00234734310865,0.156576905256,12.0788025821,13.0788007933,1.97380061206,0.022012209702,-0.0523768244402,0.0646453390705
0.397730789036,-0.00810939595051,0.172704352431,12.0535182042,13.0786678041,3.15617239688,0.0131453055143,-0.0622056920716,0.0760532100028
0.404311018014,-0.0193194290253,0.191942920621,12.1309423958,13.1048042056,4.13274200365,0.00517564664659,-0.0676301751156,0.0895790993434
